"id","slug","scheme_name","description","states","level","scheme_for","close_date","tags","created_at"
785,"cdgsca","Construction of Dudhghar/ Godown (Scheduled Caste Area)","The scheme ""Construction of Dudhghar/ Godown (Scheduled Caste Area)"" provides financial assistance for the construction of Dudhghar (milk storage unit) and Godown (cattle feed storage) for Village Milk Producer Co-operative Societies in Scheduled Caste areas of Gujarat.

","[""Gujarat""]","State","Infra","None","[""Animal Husbandry"", ""Dairy Development"", ""Godown Construction"", ""Cattle Feed Storage"", ""Scheduled Caste"", ""SC""]","2026-03-11 22:55:13.983545+05:30"
786,"ifsifnta","To Increase Fish Seed Production and Inland Fisheries Equipment in Non-Tribal Areas","This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat. It aims to enhance fish seed production and promote inland fisheries in non-tribal areas.","[""Gujarat""]","State","Infra","None","[""Agriculture"", ""Farmer"", ""Fish Farming""]","2026-03-11 22:55:13.983547+05:30"
787,"ifspta","Assistance to Scheduled Castes for Fisheries","This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat. It aims to enhance fish production and provide employment opportunities to Scheduled Caste (SC) individuals engaged in inland fisheries.","[""Gujarat""]","State","Infra","None","[""Agriculture"", ""Farmer"", ""Fishing Activities"", ""Boat-net"", ""Fish Seed""]","2026-03-11 22:55:13.983549+05:30"
788,"fdsgpgp","Fodder Development Scheme For Gram Panchayat, Gaushala And Panjarpol Having Gauchar Land","This scheme provides financial assistance for the development and improvement of gauchar (pasture) land to promote green fodder cultivation and ensure better health and productivity of cattle. ","[""Gujarat""]","State","Infra","None","[""Agriculture"", ""Animal Husbandry"", ""Fodder Development""]","2026-03-11 22:55:13.98355+05:30"
789,"anppy","Atma Nirbhar Pashu Palan Yojana","The scheme aims to enhance rural livelihoods, promote sustainable animal husbandry practices, & contribute to self-reliance in livestock sector. Under this scheme, financial assistance is provided to unemployed individuals, SHGs, cooperative societies, etc. for livestock rearing & allied activities.","[""Arunachal Pradesh""]","State","Infra","None","[""Subsidy"", ""Farmer"", ""SHGs"", ""FPO"", ""Animal Husbandry"", ""Livestock Rearing""]","2026-03-11 22:55:13.983552+05:30"
790,"cssptdcp","COP-37 (General Area) 50% Capital Subsidy Scheme for Project of Taluka & District Co-op. Purchase Sale Union","The scheme aims to financially strengthen cooperative purchase and sale unions through 50% capital subsidy for project development such as procurement, processing, marketing, and storage activities.","[""Gujarat""]","State","Infra","None","[""Cooperative Union"", ""Agriculture Subsidy"", ""Sale Union""]","2026-03-11 22:55:13.983554+05:30"
791,"scuccocsc","Scheduled Castes Unsalaried Credit Co-operative Society and Credit and Supply Co-operative Scheme for Providing Managerial Assistance and Computer–Furniture to the Society","The scheme aims to uplift Scheduled Castes by providing managerial salary and computer–furniture assistance to eligible cooperative societies.","[""Gujarat""]","State","Infra","None","[""Scheduled Caste"", ""Co-operative Societies"", ""Computer And Furniture Grant"", ""Agriculture""]","2026-03-11 22:55:13.983556+05:30"
792,"sgapug","Scheme for Granting Assistance to Processing Units in APMC (General Area)","The scheme aims to promote agro-processing and value addition by providing capital investment assistance to private entrepreneurs operating in regulated APMC areas (general zones).","[""Gujarat""]","State","Infra","None","[""Agro Processing"", ""Processing Units"", ""Agricultural Marketing"", ""Food Industry""]","2026-03-11 22:55:15.346718+05:30"
793,"ascfbnguj","Assistance to Scheduled Castes for Fisheries: Boat Net Gujarat","The scheme aims to assist boat nets, which are provided to Scheduled Caste (SC) fishermen and fish farmers, to increase fish production by rearing fish in reservoirs and providing employment to SC individuals involved in inland fisheries. ","[""Gujarat""]","State","Infra","None","[""Fish Production"", ""Fish Farming"", ""Fishermen"", ""Fish Farmer"", ""Boat Net""]","2026-03-11 22:55:15.346735+05:30"
794,"ascfseguj","Assistance to Scheduled Castes for Fisheries: Scheme For Fish Sale Equipment - Gujarat","The scheme aims to increase fish production and provide employment to Scheduled Caste (SC) individuals engaged in inland fisheries. Through this scheme, financial assistance is provided for purchasing fish sale equipment to SC fish farmers and fishermen.","[""Gujarat""]","State","Infra","None","[""Fish Production"", ""Fish Farming"", ""Fishermen"", ""Fish Farmer"", ""Fish Sale Equipments""]","2026-03-11 22:55:15.346741+05:30"
795,"ascffsguj","Assistance to Scheduled Castes for Fisheries: Fish Seed Stocking - Gujarat","The scheme aims to increase fish production by rearing fish in reservoirs and provide employment to Schedule Caste (SC) people involved in inland fisheries activities. ","[""Gujarat""]","State","Infra","None","[""Fish Production"", ""Fish Farming"", ""Fishermen"", ""Fish Farmer"", ""Fish Seed Stocking""]","2026-03-11 22:55:15.346746+05:30"
796,"aikmkue","Akhil Bhartiya Kisan Mela and Krishi Udyog Pradarshani","The scheme aims to provide a platform for farmers, agri-entrepreneurs, and stakeholders to access, learn about, and showcase the latest agricultural innovations, technologies, and practices.","[""Uttarakhand""]","State","Infra","None","[""Agricultural Exhibition"", ""Farmer"", ""Fair"", ""Entrepreneur""]","2026-03-11 22:55:15.346749+05:30"
797,"gksu","Establishment of Cow Shelters","The scheme aims to provide proper shelter and care to unprofitable, abandoned, or roaming cattle by supporting eligible organizations in establishing and maintaining cow shelters with financial assistance from the state government.","[""Uttarakhand""]","State","Infra","None","[""Cow Shelter"", ""Livestock"", ""Gausadan"", ""Construction Of Cowshed""]","2026-03-11 22:55:15.346752+05:30"
798,"cnabardfmis","Construction of NABARD-Funded Minor Irrigation Projects - Uttarakhand","The scheme aims to provide farmers with free and reliable irrigation facilities by constructing NABARD-funded minor irrigation projects, so that water availability improves and farming becomes easier and more productive.","[""Uttarakhand""]","State","Infra","None","[""Farmer"", ""Irrigation"", ""NABARD"", ""Agriculture"", ""Minor Irrigation""]","2026-03-11 22:55:15.346756+05:30"
799,"ifpcsiha","Scheme for Construction of Ideal Fish Pond in Hilly Areas","The scheme aims to encourage individuals and groups to construct fish ponds by providing financial assistance and to promote sustainable fish farming while enhancing livelihood opportunities in the hilly regions of the state.","[""Uttarakhand""]","State","Infra","None","[""Pond Cluster"", ""Pond Construction"", ""Fish Farming"", ""Pond"", ""Hilly Areas"", ""Fish Pond""]","2026-03-11 22:55:15.34676+05:30"
800,"pmmsybofrguj","Pradhan Mantri Matsya Sampada Yojana (PMMSY-Inland): Backyard Ornamental Fish Rearing Unit - Gujarat","The scheme aims to promote the rearing of ornamental fish and accelerate inland fish farming activities in freshwater bodies, also increase inland fish production. The scheme also employs people involved in inland fisheries activities.","[""Gujarat""]","State","Infra","None","[""Fish Farming"", ""Biofloc"", ""Recirculating Aquaculture System"", ""Employment"", ""Backyard Ornamental Fish Rearing""]","2026-03-11 22:55:15.346764+05:30"
801,"pmmsylbeguj","Pradhan Mantri Matsya Sampada Yojana (PMMSY-Inland): Large Biofloc Establishment Culture System - Gujarat","The scheme aims to increase fish production by rearing fish in reservoirs, provide employment to people involved in inland fisheries activities, accelerate inland fish farming activities in freshwater bodies, and boost inland fisheries. ","[""Gujarat""]","State","Infra","None","[""Fish Farming"", ""Biofloc"", ""Recirculating Aquaculture System"", ""Employment"", ""Large Biofloc Establishment""]","2026-03-11 22:55:15.346767+05:30"
802,"rduvy","Rajya Dairy Udhyamita Vikas Yojna","The ""Rajya Dairy Udhyamita Vikas Yojna"", under the Animal Husbandry Department of Chhattisgarh, aims to promote dairy entrepreneurship among youth. With the increasing demand for milk and dairy products, the scheme supports high-breed cow/buffalo rearing as a profitable business.","[""Chhattisgarh""]","State",NULL,"None","[""Agriculture"", ""Animal"", ""Dairy"", ""Financial Assistance""]","2026-03-11 22:55:16.990578+05:30"
803,"sgeds","State Goat Entrepreneurship Development Scheme","The ""State Goat Entrepreneurship Development Scheme"", initiated by the Animal Husbandry Department of Chhattisgarh, aims to promote goat farming as a sustainable livelihood option. Goat rearing has been a traditional occupation, and with increasing demand for milk and meat.","[""Chhattisgarh""]","State",NULL,"None","[""Agriculture"", ""Animal"", ""Goat"", ""Financial Assistance""]","2026-03-11 22:55:16.990595+05:30"
804,"eol","PMMSY: Establishment of large RAS / Biofloc culture system - Haryana","The scheme provides capital assistance for setting up large-scale Recirculatory Aquaculture Systems (RAS) and Biofloc culture systems to promote high-yield, sustainable fish farming.","[""Haryana""]","State",NULL,"None","[""Fish"", ""Aquaculture"", ""Biofloc"", ""Farming"", ""RAS""]","2026-03-11 22:55:16.990601+05:30"
805,"eos","PMMSY: Establishment of small RAS /Biofloc culture system - Haryana","The scheme provides capital assistance for setting up small-scale Recirculatory Aquaculture Systems (RAS) and Biofloc culture systems to promote high-yield, sustainable fish farming.","[""Haryana""]","State",NULL,"None","[""Aquaculture"", ""Farmer"", ""Fish"", ""Financial Assistance""]","2026-03-11 22:55:16.990606+05:30"
806,"safpofn","Intensive Fisheries Development Programme - Subsidy on Purchase of Fishing Nets (Scheduled Caste)","The scheme aims to provide financial assistance to individuals from Scheduled Caste families engaged in fishing activities for the purchase of fishing nets. Under this scheme, a 60% subsidy or up to ₹24,000, on the purchase of fishing nets worth ₹40,000/- will be provided to eligible beneficiaries.","[""Haryana""]","State",NULL,"None","[""Fishing Nets"", ""Subsidy"", ""Fishermen"", ""Scheduled Caste"", ""Fisheries""]","2026-03-11 22:55:16.99061+05:30"
807,"dhkura","Distribution of Horticulture Kit to Urban and Rural Areas","Through this scheme, all the horticulture growers in rural & urban areas are provided with a horticulture kit worth ₹ 3,000 per kit to urban and rural areas, during Aadipattam/Thaipattam, through the Additional Director of Agriculture (Horticulture).","[""Puducherry""]","State",NULL,"None","[""Horticulture"", ""Agriculture"", ""Farmer"", ""Subsidy"", ""DBT""]","2026-03-11 22:55:16.990615+05:30"
808,"mpds","Male Pig Distribution Scheme","The ""Male Pig Distribution Scheme"", under the Animal Husbandry Department, Government of  Chhattisgarh, provides a grant to beneficiaries from the SC/ST category for purchasing one male pig of an improved breed (Middle White Yorkshire).","[""Chhattisgarh""]","State",NULL,"None","[""Animal"", ""Scheduled Castes"", ""Scheduled Tribes"", ""Male Pig""]","2026-03-11 22:55:16.990619+05:30"
809,"ptmsdrpa","Paddy Transplantor Machine se Dhan Ropayee par Anudan","The scheme aims to promote mechanized paddy transplantation under the Agriculture Development and Farmer Welfare and Biotechnology Department, Chhattisgarh. It provides ₹3,000 per acre for land preparation, including ploughing and weeding, up to 2 hectares.","[""Chhattisgarh""]","State",NULL,"None","[""Agriculture"", ""Farming"", ""Farmer"", ""Financial Assistance""]","2026-03-11 22:55:16.990625+05:30"
810,"chief-minister-sustainable-agriculture-irrigation-scheme","Chief Minister Sustainable Agriculture Irrigation Scheme - Magel Tyala Shettale (Individual Farm Pond) ","Under this scheme subsidy payable to individual farmer is minimum Rs.14433/- and maximum Rs.75000/- depending on the size of the farm pond.","[""Maharashtra""]","State",NULL,"None","[""MahaDBT"", ""Individual Farm Pond"", ""Magel Tyala Shettale"", ""Chatrapati Shivaji Maharaj Krishi Yojana""]","2026-03-11 22:55:16.99063+05:30"
